Key	Value
一座深山中的大宅因风水不好而频发怪事，请尝试改善大宅中的四个房间的风水，使之化凶为吉。\n可以点击房间中的空地来选中房间。	Một tòa đại trạch trong thâm sơn vì phong thủy không tốt mà thường xuyên xảy ra chuyện kỳ lạ, xin hãy thử cải thiện phong thủy của bốn gian phòng trong đại trạch, biến hung thành cát.\nCó thể nhấp vào khoảng trống trong phòng để lựa chọn gian phòng.
房间风水与房内风水建筑的风水有关，此外还因使房间[color=#ff0000]布局[/color]处于恰当状态，无论拥挤或空旷都会影响房间风水。	Phong thủy của gian phòng có liên quan đến phong thủy của công trình bên trong gian phòng, ngoài ra còn bởi vì làm Gian phòng [color=#ff0000]bố cục [/color]Nằm ở trạng thái thích hợp, bất kể chật hẹp hay trống trải đều ảnh hưởng đến phong thủy của gian phòng.
恭喜你完成挑战！您可以回到主菜单选择其他内容或者继续游戏。	Chúc mừng ngươi hoàn thành khiêu chiến! Ngài có thể trở lại Menu chính Lựa chọn Cái khác Nội dung hoặc là Tiếp tục trò chơi.
由{0}一手创建的修行门派，自成立以来，便如异军突起，短短数年便成就宗师气象，于修行界占据一席之地，留下赫赫威名。	Từ{0}Một tay thành lập môn phái tu hành , tự thành lập cho đến nay , xuất hiện như một lực lượng mới , mấy năm ngắn ngủi liền trở thành bậc thầy khí tượng , chiếm một góc nhỏ tại tu hành giới , lưu lại uy danh hiển hách.
江湖名门{0}所处之地，原本只是一座无人问津的荒山，但所谓山不在高，有仙则灵。此地经过{0}几代弟子数百年发展，早已成为仙家洞天福地。	Danh môn giang hồ{0}Nằm ở, vốn chỉ là một ngọn núi hoang không ai hỏi han , nhưng có cái gọi là sơn bất tại cao , có tiên tất linh. Nơi đây trải qua{0}vài đại đệ tử phát triển mấy trăm năm , sớm đã trở thành tiên gia động thiên.
抱歉，因为某种异常的原因系统忘记了您老门派的名字，需要您重新告诉我们。谢谢。	Xin lỗi, bởi vì một loại nào đó dị thường nguyên nhân Hệ thống quên đi ngài Lão môn phái  Danh tự, cần bạn cho chúng tôi biết một lần nữa. Cám ơn.
老门派	Lão môn phái
神秘大能	Đại năng thần bí
输入老门派的名字	Nhập tên môn phái cũ
太虚傀儡	Thái hư khôi lỗi
{0}之镇派法宝，乃是前代派中高人的贴身法器。但自从百年前便被封印，再无人启用，似乎在等待着什么。	{0}pháp bảo trấn phái , chính là pháp khí bên người một cao nhân trước đây. Nhưng từ trăm năm trước đã bị phong ấn , không áiwr dụng được nữa , dường như là đang chờ đợi gì đó.
太虚幻境\n假作真时真亦假，无为有时有还无。\n太上有道虚作实，心中无疑幻成真。	Thái hư huyễn cảnh\nGiả làm thật thì thật cũng giả, không làm có thì có cũng hoàn không.\nThái thượng có câu hư làm thực, tâm trung vô nghi huyễn thành chân.
在逃亡途中，你们不幸被追杀的敌人找寻到，生死关头，一名青山高冠的仙人从天而降，飞剑如电，瞬间将追兵斩杀。\n你们刚准备拜谢救命之恩，那名仙人就挥手阻止了你们，而后连说三声真像，便留下一封信笺，化光而去……	Đang trên đường lẩn trốn , các ngươi bất hạnh bị kẻ địch truy sát đến , sống chết trước mắt , một vị tiên nhanh Thanh Sơn Cao Quan giáng xuống từ trên trời , phi kiếm như điện , nháy mắt giết chết truy binh.\nCác ngươi vừa định bái tạ ân cứu mạng , vị tiên nhân kia liền phất tay ngăn cản các ngươi , sau đó nói liền ba câu chân tướng , liền để lại một phong tiên thư , hóa quang mà đi...
数日逃亡之后……	Mấy ngày sau khi đào vong...
春去冬来，草长莺飞。数年后……	Xuân đi đông đến, cỏ mọc Oanh bay. Mấy năm sau...
观察四周	Quan sát bốn phía
{0}:{1}需求:{2}\n	{0}:{1}Nhu cầu:{2}\n
\n分类需求:	\nNhu cầu phân loại:
世界运转	Vận chuyển thế giới
周天神算	Chu Thiên Thần Toán
{0}可能会发生事件:\n[color=#D06508]{1}[/color]	{0}có khả năng sẽ xảy ra sự kiện:\n[color=#D06508]{1}[/color]
信鸽信息	Bồ câu đưa thư
历练故事	Câu chuyện lịch luyện
此地	Nơi này
开始测试{0}！	Bắt đầu thí nghiệm{0}!
{0}选项{1}显示条件报错！\n	{0}Chọn mục{1}Hiển thị báo sai điều kiện!\n
{0}测试通过！	{0}Vượt qua khảo thí!
成功条件	Điều kiện thành công
成功结果	Kết quả thành công
失败结果	Kết quả thất bại
{0}执行 选项{1}的{2}结果时报错\n	{0}đang thực hiện một lỗi trong kết quả{2}của tùy chọn{1}\n
天下数据	Dữ liệu thiên hạ
一个新的地点被发现：{0}	Một địa điểm mới được phát hiện:{0}
